sen_coding,votes
En dat gaan we hier vieren.,0.0
Maar voor het eerst in vijftig jaar is de vis nu dus weer gezien in de Noordzee.,0.0
Maar indoctineerberen zijn niet het grootste probleem.,1.0
De Palestijnen protesteren tegen de erkenning van Jeruzalem... als hoofdstad van Israel door de Amerikaanse president.,0.0
"Ja, dat vind ik wel goed bedacht van de premier.",1.0
"Ik zou ze denk ik een 5 geven, want ze zijn absoluut niet schoon.",1.0
"Het gaat niet om geld, maar om een verandering van het takenpakket.",1.0
"Daarvan zijn er op dit moment toch wel 13, 14 uitgesteld.",0.0
Namens Nederland is premier Rutte erbij.,0.0
Dus tijd voor een scheiding.,1.0
"Het gaat goed, maar ze kunnen beter hun best doen.",1.0
Hoe was jullie reis?,2.0
In Taiwan vinden ze dat reden voor een feestje.,0.0
Deze 16 politiehonden in Ecuador worden flink in het zonnetje gezet.,0.0
Maar volgens de zwembond is dat niet goed.,0.0
Maar het is nog niet duidelijk wat ze wel willen.,0.0
Het is een van de bekendste liedjes uit de Efteling.,0.0
Als er een meerderheid is die het eens is dan meestal wel.,0.0
"Maar ook: Brabantse politici, let bij de gemeenteraadsverkiezingen even op wie je op je lijst zet.",1.0
Met Kerst kreeg hij een winnend kraslot cadeau... Helaas voor hem duurde zijn rijkdom niet lang.,0.0
Je wordt sneller moe en je moet soms rustig aan doen.,1.0
Wat verwacht je dit jaar?,2.0
"Zit jou dus ook iets dwars, mail dan naar: Vergeet niet je telefoonnummer in de mail te zetten.",2.0
De school waar de kinderen op zitten... is EEN van de weinigen op Sint Maarten waarvan de lokalen nog overeind stonden na orkaan Irma.,0.0
Vanaf volgend jaar zit Nederland in de VN-Veiligheidsraad.,0.0
Dat willen ze weten in Maasbommel in Gelderland.,0.0
Zelfs dit vliegtuig kon veilig landen.,0.0
In het belang van de rechten en vrijheden van diegenen die zich in de Nederlandse samenleving bevinden.,2.0
"Hij zit bij de wedstrijdselectie, ja.",0.0
Elke dag praten met zieke Zeeuwen.,2.0
En de regelafstand is ook heel erg klein.,0.0
Veel mensen hebben de hoop verloren.,0.0
En maakte Jill haar eigen emoji... Ben je nou net te laat ingeschakeld: in onze app kun je alles terugkijken.,0.0
We gingen met onze hand erin.,0.0
"Ok, maar huren mogen dus niet meer met honderden euro's stijgen.",1.0
Er waren meer landen in de race voor het EMA.,0.0
Dat zou niet de eerste keer zijn.,0.0
"Het vuurwerk dat afgekeurd wordt, wordt op een veilige plek vernietigd.",0.0
"En om die bescherming te garanderen, moeten veel dijken worden aangepakt.",1.0
Door al dat jagen komt de vis Minder vaak voor en is het een bedreigde diersoort geworden.,0.0
"Youtuber Snapking heeft sorry gezegd, over een actie die hij heeft gehouden.",0.0
Steeds minder kinderen in arme landen overlijden aan ziektes of honger.,0.0
Vergeten kinderen worden ze weleens genoemd.,0.0
"Als daar overeenstemming over is, kan het regeerakkoord worden gepresenteerd.",0.0
Bied meer ondersteuning in de groepen.,2.0
Waar Nederland zich zo goed als zeker niet kwalificeert voor het WK voetbal in Rusland van volgend jaar- De gemeenteraad van Amsterdam had gisteravond een bijzondere raadsvergadering... in verband met het overlijden van burgemeester Van der Laan.,0.0
Dan gaat het te ver.,1.0
De keeper trapt een paar meter naast de bal.,0.0
Bij mijn mondhygieniste zou ik daar niet mee wegkomen.,1.0
"De meeste mensen die uit Venezuela vertrekken, gaan naar buurland Colombia.",0.0
En de organisatie vindt dus dat langs de deuren gaan met kinderpostzegels ook in dat Hollandse lijstje thuis hoort.,0.0
Met een van de wetsvoorstellen die Duda blokkeerde... zou het parlement de leden van de Raad voor de Rechtspraak gaan benoemen.,0.0
Ben je niet zo goed in voetbal?,2.0
Maar ook dit soort dingen.,2.0
In Amsterdam gebeurt dat.,0.0
Want dat is heel gezond en scheelt op termijn heel veel geld in de gezondheidszorg.,1.0
Op vliegveld Eindhoven lag het vliegverkeer uren stil vanwege een probleem in de verkeerstoren.,0.0
"Veel kinderen belden het nummer, maar moesten lang wachten en kregen niemand aan de lijn.",0.0
Dus dan kan ik snel handelen.,1.0
De moesson heet dat.,0.0
Die stopt als politicus voor de PvdA.,0.0
's Middags wordt het droger en schijnt de zon soms.,0.0
Het OM verwijt de bestuurder van de hoogwerker dat hij niet goed heeft opgelet.,0.0
Morgen de heenwedstrijd thuis tegen Rosenborg uit Noorwegen.,0.0
Zit jou ook iets dwars?,2.0
Ik kan mijn werk goed doen met mijn hoofddoek.,1.0
"De mening van de krant, verwoord door leden van de hoofdredactie en senior redacteuren.",1.0
Volgens deskundigen is het team is de terechte winnaar van het EK.,0.0
Het nieuwe kabinet moet direct komen met een noodplan voor de personeelstekorten in de zorg.,1.0
Het blijft natuurlijk Brabant.,1.0
De oppositie hoopt dat nu ook ANC-parlementariers tegen Zuma durven te stemmen.,0.0
Maar het is niet fijn.,1.0
In China is een zeldzaam natuurverschijnsel gefilmd: zogenaamde watervalwolken.,0.0
Mensen willen dat het vuur onder de pan uit gaat.,0.0
Zaterdag moet het Nederlands elftal winnen van Wit-Rusland om nog kans te maken op het WK in Rusland.,0.0
"Ja, thuis vooral.",2.0
HIJ RAPT Hij kan rappen.,0.0
Waarom worden ze gekapt?,2.0
Het is een overtreding van wetgeving en het mag gewoon niet.,0.0
"De schaal waarop dit soort software slachtoffers maakt, is wél nieuw.",0.0
Het is 9 tot 12 graden.,0.0
"Nou, de komende twee wedstrijden zeker.",1.0
In de fabriek is dat niet goed gegaan.,1.0
En die zijn erg populair.,0.0
"Er moet dus nog veel gebeuren, maar in kleine stapjes... hoopt Sint-Maarten weer hetzelfde eiland als vroeger te worden.",1.0
De mast was drie jaar geleden voor het laatst gecontroleerd.,0.0
Dat blijkt een heel moeilijke vraag.,1.0
Als je vriend of klasgenoot terug moet naar een land waar zoveel over te doen is... is dat natuurlijk geen fijn idee.,1.0
"Nou, dat zou ik dan weer niet doen.",1.0
En bij deze modellen was de uitleg onvoldoende: De Suzuki Vitara en de Jeep Grand Cherokee.,1.0
Verder hebben we een interview met Youtuber Gio.,0.0
De ideologische debatten ontstonden ook pas toen de realiteit van de rest van de wereld zich ging opdringen.,1.0
Organisatie Kennisnet bedacht een oplossing.,0.0
En in die zoektocht kwamen ze erachter... dat ze dezelfde moeder hebben.,0.0
Het koningspaar bekeek een koraalrif in zee dat bedreigd wordt.,0.0
Spits Vivianne Miedema maakte dit toernooi vier doelpunten.,0.0
Een islamtische minderheid die doelwit is van etnisch geweld... in een land waar het merendeel van de bevolking boeddhistisch is.,0.0
Zien roken doet roken.,1.0
Ze vinden dat kunstgras teveel nadelen heeft.. en dat het niet goed is voor het niveau van het Nederlandse voetbal.,0.0
"Ik wil dat als je echt vluchteling bent, als je uit Syrie komt of uit Afrika waar je vreselijk wordt vervolgd, en hier op de bel drukt dat we plek voor je hebben.",1.0
Maar nu kan hij dat gewoon goed in 't Nederlands eigenlijk.,1.0
Een goeie roast maken.,2.0
En Maya was natuurlijk superblij om de pup weer te zien.,0.0
'Domino is wel lekker '.,1.0
"Schaatsen op de snelweg is leuk, maar snowboarden nog leuker dacht een lolbroek.",1.0
"De Noorse atleten leverden geweldige prestaties, en elke avond trok de medaille-uitreiking meer dan 100 duizend enthousiaste Noren die feestvierden.",1.0
De ontevredenheid op Bonaire zit diep.,1.0
Bedankt voor het kijken.,2.0
"Straks: tag je je BFF op insta op de ogen, of toch op de mond?",2.0
De kinderen willen daar iets tegen doen.,0.0
Ik eet het regelmatig want ik ben vegetarisch.,0.0
Vorige week liet het OM weten daar geen bezwaar tegen te hebben.,0.0
Het weer: Vanavond trekt de regen weg.,0.0
"Johan Derksen, stem van het volk, woont zelf in de provincie is groot fan van Zwarte Piet.",0.0
Morgen trekt de regen oostwaarts weg en vallen er daarna buien met tussendoor ook zon.,0.0
Mensen hebben opgebeld en gezegd: Ik moet met je praten.,0.0
"Duitsland is aan de slag gegaan, maar buurland Polen schiet nog in hoge mate tekort.",1.0
"Mocht je slachtoffer zijn geworden, meld het alsjeblieft wel bij de politie.",2.0
"Ho, hij gaat op een arm...",0.0
Maar het peloton zit bomvol sprinters... die vandaag hun kans ruiken.,0.0
Het gaat iets beter met de ozonlaag.,0.0
Tussendoor schijnt af en toe de zon.,0.0
Om te beginnen: robots gaan op ons mensen lijken.,0.0
"Man, man, man, man, man.",2.0
"Dat is niet verboden, maar het is ook niet echt netjes.",1.0
Wellicht gaat ze stoppen als minister.,0.0
De politie gaat nu aan de hand van DNA kijken of Madsen iets te maken heeft met zo 'n 120 andere moorden.,0.0
"De aarde wordt eerder bedreigd door Global Cooling dan door Warming lees het onthullende boek De menselijke maat van Salomon Kroonenberg, hoogleraar geologie aan de TU Delft, erop na.",0.0
Wij zijn op zoek naar Leon Meijer.,0.0
"Hallo allemaal, Een heftige rechtszaak was er in Amsterdam.",1.0
"Maar wat Jesse naar binnen joeg, dat ging nergens meer over.",1.0
"Toch blijft het een beetje gek, zo 'n hart van iemand anders.",1.0
Froome heeft dus een te hoge waarde Salbutamol in zijn lichaam.,0.0
"Niet alleen deskundigen, ook de bierbrouwers hebben gezegd... dat ze alcoholvrij bier niet echt een drankje voor kinderen vinden.",0.0
Er zijn aanwijzingen dat de sterke wiet bij gebruikers soms tot psychoses kan leiden.,0.0
De kinderen in dit onderzoek zijn andere kinderen dan rondlopen in ons land of in Scandinavie.,0.0
"Drankjes inschenken, glazen spoelen, tosti 's maken... Er is hier inderdaad genoeg te doen.",1.0
"In de jury alleen al zitten de bekende Musers Bente, Youki, en Carlijn.",0.0
En daarom wordt de druk nu opgevoerd.,0.0
Voor haar taboedoorbrekende boeken ontving Diekmann vele prijzen.,0.0
Op veel scholen worden die in het zonnetje gezet.,0.0
"En aan de enorme berg te zien, kunnen er heel wat kinderen blij worden gemaakt.",0.0
"Zeeschildpadden, en de met uitsterven bedreigde mantaroggen zwemmen er bijvoorbeeld rond... en op het land leven veel hagedissen en broeden zeevogels.",0.0
Verder in deze uitzending het nieuws dat kinderen steeds vaker alcoholvrij bier drinken.,0.0
Maar de motorclub Bandidos gaat in beroep tegen de uitspraak.,0.0
HUILEND: En ik heb gisteren geblowd.,0.0
"Jaaaaa, ik ben het.",0.0
"Het was de eerste politieke moord sinds eeuwen, de impact was ernorm, zo werd er ook over geschreven.",0.0
Er zitten nog geen wielen onder.,0.0
Federer was in China voor een tennistoernooi... en de Amerikaanse basketballkampioenen van de Golden State Warriors... waren daar voor een wedstrijd.,0.0
Ik denk dat we 't allemaal superleuk vinden... dat we eindelijk in Georgie zijn na al die dagen repeteren.,1.0
De kans is groot dat Nederland vanavond WEER een medaille wint...,1.0
Toch wordt 't door veel kinderen gespeeld.,0.0
Ook zou de regering moeten zorgen dat er meer verpleegkundigen komen.,1.0
"Ik weet nu veel beter hoe mensen zich voelen... als er nooit iemand langskomt, maar nu eindelijk wel.",1.0
"En zo, en met een omweg, op ons bord.",2.0
Ze moest wel een paar maanden wachte en lag in het ziekenhuis.,0.0
Lokt dat dit soort hartritme- stoornissen misschien ook uit?,2.0
Zij geeft twee opties.,0.0
Wel was er een leuke verrassing voor fans van de band Maroon 5.,1.0
Maar de ervaringen die zo'n paar honderd promovendi met ons deelden... ...sluiten wel naadloos aan op eerdere onderzoeken.,1.0
Rivier in Drenthe. ',0.0
Ze luisteren geen muziek.,0.0
Het nam echt m'n hele leven in beslag.,1.0
"De hotelkamers zijn ingericht met computers, gamestoelen en grote beeldschermen.",0.0
May sprak haar Conservatieve partij toe aan het einde van een 4-daags partijcongres.,0.0
Sigaretten worden dus verstopt in winkels.,0.0
"Maarten Luther maakte 95 stellingen waarmee hij tegen... Maarten Luther heeft het idee dat hij iets moet doen, want sommige dingen kloppen niet!",1.0
We zijn drie minuten verder.,0.0
Wat hebben kinderen van het geweld gemerkt?,2.0
"De meeste beroepen verdwijnen niet, maar ondergaan een make-over, een upgrade, variërend van bescheiden tot enorm.",1.0
Dit was het voor nu.,0.0
Daar hoorde ze dat Nederland de order had binnengehaald.,0.0
Ik heb het gevoel dat ik... Ik heb natuurlijk ook eerder contact onderhouden met mijn fractie.,1.0
Het gaat over nare dingen.,1.0
Google gaat laten zien hoeveel luchtvervuiling er in een straat is.,0.0
Driehonderd kilometer van de dijken in ons land is bedekt met asfalt.,0.0
Het regent al wekenlang in het gebied.,0.0
Een aantal spreekkamers werden ontruimd en operaties uitgesteld.,0.0
De onderwereld vermengt zich steeds meer met de bovenwereld.,1.0
Sommige mensen moesten alsnog op de grond slapen.,0.0
Het land heeft te maken met de grootste cholera-uitbraak in jaren.,0.0
En drie roodharigen zijn het zat dat ze gepest worden om hun haarkleur.,0.0
En dat heeft ook effect op de patientveiligheid.,1.0
"Mariken Spuij, praten over de dood is jouw werk... want jij helpt kinderen die iemand hebben verloren.",0.0
Ik denk niet dat het echt een zwaar effect op je vriendschap kan hebben.,1.0
"Jeetje, wat heftig.",1.0
Die hebben reincarnatie-therapie allemaal in een aanvullend pakket.,0.0
"Zo nee, doe dan dan vooral even.",2.0
Met z 'n tweeen lopen ze vier dagen lang 30 kilometer.,0.0
"Dan heeft hij waarschijnlijk vals gespeeld, want iedereen haat hem inmiddels.",1.0
De lessen zijn bedoeld voor groep achters die meer uitdaging willen.,1.0
"Als de vluchtelingen in Spanje aankomen, worden ze gecontroleerd... en wordt bepaald of ze mogen blijven of terug moeten naar het land waar ze vandaan komen.",0.0
Maar er zitten een aantal hele herkenbare punten voor de ChristenUnie in... waar ik heel blij mee ben.,1.0
"Toen Duitsland in 2002 door overstromingen werd getroffen en toenmalig bondskanselier Schroder voor iedereen zichtbaar zijn laarzen had aangetrokken, steeg hij dat verkiezingsjaar snel in de peilingen.",0.0
Vandaar ook dat op verschillende plekken in Nederland mensen die overeten samenkomen.,0.0
"Ja, de Playstation.",2.0
Zo hebben we het in Nederland geregeld.,0.0
De burgemeester vormt nu alleen het college.,0.0
Maya was er kapot van.,0.0
Vandaag worden ze daarom in het zonnetje gezet.,0.0
Superslim van Jan Kees.,1.0
Ook daalde het aantal mensen met een uitkering flink.,0.0
"Ik snap wel dat we minder krijgen, aangezien je minder impact hebt op het bedrijf zelf.",1.0
Niemand weet dat je geen acteur bent.,0.0
Sinds de uitbraak van afgelopen mei zijn al 1850 mensen aan cholera overleden.,0.0
En dan was dat toch niet genoeg.,1.0
Dat vond FC Barcelona zo indrukwekkend dat zij haar droom lieten uitkomen.,0.0
Maar het valt heel erg mee met de inboorlingen.,1.0
De nieuwszender reageerde op het filmpje van Trump en noemt het kinderachtig gedrag.,0.0
Een einde aan de machteloze politiek.,1.0
"Ja, een hoop gedoe.",1.0
Het thema van dit jaar is online pesten.,0.0
Honderden mensen verdringen elkaar o eten of drinken te pakken te krijgen Het zijn Rohingya-vluchtelingen.,0.0
Ze staat nu uit te leggen wat er allemaal mis gegaan is.,0.0
Eenmaal hier wordt sommige vuurwerk nog een keer getest.,0.0
Dat is de ideale tijd voor salafisten.,2.0
"In Dubai, in het Midden-Oosten, is een nieuw ziekenhuis geopend: voor kamelen!",0.0
Dat komt steeds weer terug bij de onbewezen ideetjes: De patient vindt het prachtig.,1.0
Zeker 20 gemeenten hebben zich voor de wiet-teelt-proef van het kabinet aangemeld.,0.0
Onder hen honderden kinderen.,0.0
Puur en alleen om toeristen te vermaken.,1.0
"In your face, Merkel!",1.0
De eerste explosie was bij een gebedshuis in een drukke wijk van de stad.,0.0
In het centrum van Gorinchem zijn de komende tijd archeologen aan he werk.,0.0
"Ook niet netjes, maar dat kwam uiteindelijk helemaal goed, want men ging via de schoorsteen naar buiten.",1.0
Deze zijn geboren in Spanje.,0.0
"GELACH EN APPLAUS Maar goed, stond er dan helemaal niks nieuws in de Troonrede?",1.0
Het is vandaag Nationale Ouderendag.,0.0
Maar het gekke is wel: ze zijn niet de enigen die tegen die school zijn.,1.0
De honden zaten ook onder de vlooien en luizen.,0.0
Maar het is helemaal niet zo duidelijk of het economisch succes van Duitsland zo afhankelijk is geweest van die mager betaalde banen.,1.0
Hij is gewond afgevoerd.,0.0
En die is nog giftig ook.,0.0
Zaterdag ook af en toe wat buien.,0.0
"Help, een schorpioen!",2.0
Is dat ook omdat hij een prins is?,2.0
De hele economie is kapot.,1.0
GEJUICH En nu gaan de jongens dus naar Georgie... voor het Europese Junior Songfestival.,0.0
Maar hoe komt het dat niet elke stagiair hetzelfde krijgt?,2.0
"Die groeide afgelopen kwartaal met 3,3 procent ten opzichte van een jaar eerder... meldt het Centraal Bureau voor de Statistiek.",0.0
En de patient voelde zich na de operatie weer veel beter.,0.0
"Kinderen krijgen het vakantiezakgeld van hun ouders, maar ook van opa en oma, en soms van anderen.",0.0
Op Insta laat Buddy weten dat hij meer aandacht gaat besteden aan andere dingen.,0.0
Wat heeft ze dit geweldig gedaan.,1.0
TUNE VAN 'ALO PRESIDENTE ' Het gat-in-de-handbeleid van Chavez ging een tijdje goed.,1.0
Helaas moeten kinderen dat ook vaak zelf betalen.,0.0
